Rest/Ref,Age (yr),Date,Site Name,AreaName,Area,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,LICA,BAHA,SUMA,SPMA,SYSU,SYTE,ALGAE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,Mussel_Count,CrabBur,Snail_COUNT ,SPAL Stem Count,Flower Cover,SPPA Stem Count,Flower Cover,DISP Stem Count,Flower Cover,JUGE Stem Count,Flower Cover,PHAU Stem Count,Flower Cover,LICA Stem Count,Flower Cover,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL_H_Avg,SPAL_D1(cm),SPAL_D2(cm),SPAL_D3(cm),SPAL_D4(cm),SPAL_D5 (cm),SPAL_D_Avg,Elevation ft,GIS Plot ID,check
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,2,0,37.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,56.25,62.5,0,Y,N,N,N,N,28,0,0,0,0,0,0,0,0,0,0,0,11,10,12,32,4,13.8,4.7,2.3,1.8,3.8,1.2,2.76,1.973,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,3,0,18.75,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,21.25,87.5,0,Y,N,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,21,7,17,3,0,9.6,2.7,3.7,3.8,2.2,0,2.48,2.427,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,4,0,18.75,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,N,N,N,N,N,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.4,5.5,0,0,0,0,1.1,2.213,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,5,0,62.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,81.25,18.75,8.75,Y,N,N,N,N,52,0,0,0,0,0,0,0,0,0,0,0,113,20,14,17,9,34.6,8.1,8.2,6.6,6.7,2.3,6.38,2.224,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,N,Y,Y,N,Y,35,0,0,0,0,0,0,0,0,0,0,0,41,38,36,6,37,31.6,5,4.5,3.4,5.7,3.9,4.5,0.425,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,7,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,Y,Y,Y,N,N,25,0,0,0,0,0,0,0,0,0,0,0,37,18,31,39,6,26.2,8.1,8.6,10.4,8.3,5.2,8.12,2.069,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,8,8.75,37.5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,18.75,0,Y,Y,N,N,N,43,0,0,0,0,0,0,0,0,0,0,0,26,26,30,17,20,23.8,5.6,3.8,4.6,3.7,3.4,4.22,2.232,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,9,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,N,Y,Y,N,N,36,0,0,0,0,0,0,0,0,0,0,0,28,17,22,33,34,26.8,5.4,2.4,3.4,3.8,6.1,4.22,1.39,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,10,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,N,Y,Y,Y,Y,34,0,0,0,0,0,0,0,0,0,0,0,36,45,33,26,25,33,7.2,5.5,5.9,5.8,5.4,5.96,1.532,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,11,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,N,Y,N,Y,Y,47,0,0,0,0,0,0,0,0,0,0,0,16,22,29,17,25,21.8,2,2.3,4.6,3.4,7.2,3.9,1.899,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,12,0,37.5,0,2.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,77.5,37.5,0,N,N,N,N,N,16,0,0,0,0,0,0,0,0,0,0,0,16,10,11,21,5,12.6,6.2,6.8,5.5,5.8,5,5.86,2.561,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,13,0,87.5,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,92.5,18.75,0,N,Y,Y,N,Y,21,0,0,0,0,0,0,0,0,0,0,0,26,15,13,15,39,21.6,7.2,5.9,4.4,3.2,7.3,5.6,2.386,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,14,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,18.75,0,N,Y,Y,N,Y,53,0,0,0,0,0,0,0,0,0,0,0,14,19,19,8,12,14.4,5,5.4,4.6,7.3,2.7,5,2.394,,
Reference,Post(3),8/20/2025,Idlewild,Post(3)ReferenceLM,LM,15,0,18.75,18.75,18.75,0,0,0,0,0,2.5,0,0,0,0,0,0,0,58.75,18.75,0,N,Y,N,N,N,13,0,0,0,0,0,0,0,0,0,0,0,12,15,18,17,5,13.4,3.4,6.4,7,9,4.2,6,2.679,,
